symbol	ensg	source
OR5H6	ENSG00000230301	HPA_not_detected
CT47A8	ENSG00000230347	HPA_not_detected
SPDYE21	ENSG00000230358	HPA_not_detected
USP17L25	ENSG00000230430	HPA_not_detected
MBD3L2	ENSG00000230522	HPA_not_detected
USP17L1	ENSG00000230549	HPA_not_detected
CT47A4	ENSG00000230594	HPA_not_detected
SETSIP	ENSG00000230667	HPA_not_detected
USP17L28	ENSG00000231051	HPA_not_detected
KRTAP21-3	ENSG00000231068	HPA_not_detected
OR5H1	ENSG00000231192	HPA_not_detected
PLSCR5	ENSG00000231213	HPA_not_detected
USP17L10	ENSG00000231396	HPA_not_detected
USP17L29	ENSG00000231637	HPA_not_detected
OR5K2	ENSG00000231861	HPA_not_detected
MAGEB6B	ENSG00000232030	HPA_not_detected
DYTN	ENSG00000232125	HPA_not_detected
KRTAP25-1	ENSG00000232263	HPA_not_detected
USP17L24	ENSG00000232264	HPA_not_detected
OR52I1	ENSG00000232268	HPA_not_detected
OR5K1	ENSG00000232382	HPA_not_detected
USP17L13	ENSG00000232399	HPA_not_detected
PRAMEF6	ENSG00000232423	HPA_not_detected
OR5H8	ENSG00000232535	HPA_not_detected
IGHD4-11	ENSG00000232543	HPA_not_detected
FAM90A3P	ENSG00000233132	HPA_not_detected
USP17L11	ENSG00000233136	HPA_not_detected
FAM90A20P	ENSG00000233295	HPA_not_detected
OR5H15	ENSG00000233412	HPA_not_detected
IGHD4-4	ENSG00000233655	HPA_not_detected
PRR23C	ENSG00000233701	HPA_not_detected
TRIM49D2	ENSG00000233802	HPA_not_detected
IFNA13	ENSG00000233816	HPA_not_detected
PRR20E	ENSG00000234278	HPA_not_detected
OR10G8	ENSG00000234560	HPA_not_detected
IFNA17	ENSG00000234829	HPA_not_detected
ENSG00000235007	ENSG00000235007	HPA_not_detected
FAM237A	ENSG00000235118	HPA_not_detected
KDM4E	ENSG00000235268	HPA_not_detected
RAMACL	ENSG00000235272	HPA_not_detected
RPEL1	ENSG00000235376	HPA_not_detected
NKX1-1	ENSG00000235608	HPA_not_detected
USP17L27	ENSG00000235780	HPA_not_detected
OR5H14	ENSG00000236032	HPA_not_detected
USP17L4	ENSG00000236125	HPA_not_detected
CT47A3	ENSG00000236126	HPA_not_detected
IGHD1-1	ENSG00000236170	HPA_not_detected
CT47A1	ENSG00000236371	HPA_not_detected
SLC35G4	ENSG00000236396	HPA_not_detected
TAS2R39	ENSG00000236398	HPA_not_detected
IGHD7-27	ENSG00000236597	HPA_not_detected
IFNA4	ENSG00000236637	HPA_not_detected
OR10G9	ENSG00000236981	HPA_not_detected
IGHD1-20	ENSG00000237020	HPA_not_detected
USP17L8	ENSG00000237038	HPA_not_detected
TAAR9	ENSG00000237110	HPA_not_detected
IGHD1-7	ENSG00000237197	HPA_not_detected
TRDD2	ENSG00000237235	HPA_not_detected
MBD3L5	ENSG00000237247	HPA_not_detected
OR4A47	ENSG00000237388	HPA_not_detected
OR9A1P	ENSG00000237621	HPA_not_detected
IRGM	ENSG00000237693	HPA_not_detected
GOLGA6L24	ENSG00000237850	HPA_not_detected
CT47A5	ENSG00000237957	HPA_not_detected
OR2I1P	ENSG00000237988	HPA_not_detected
ENSG00000239395	ENSG00000239395	HPA_not_detected
OR1J4	ENSG00000239590	HPA_not_detected
PRAMEF11	ENSG00000239810	HPA_not_detected
KRTAP13-3	ENSG00000240432	HPA_not_detected
KRTAP9-1	ENSG00000240542	HPA_not_detected
KRTAP4-16	ENSG00000241241	HPA_not_detected
KIR3DL3	ENSG00000242019	HPA_not_detected
MDFIC2	ENSG00000242120	HPA_not_detected
CT47A2	ENSG00000242362	HPA_not_detected
RBMY1B	ENSG00000242875	HPA_not_detected
PRAMEF4	ENSG00000243073	HPA_not_detected
OR13C7	ENSG00000243641	HPA_not_detected
OR5V1	ENSG00000243729	HPA_not_detected
KRTAP19-7	ENSG00000244362	HPA_not_detected
OR2AE1	ENSG00000244623	HPA_not_detected
KRTAP20-1	ENSG00000244624	HPA_not_detected
PTCHD4	ENSG00000244694	HPA_not_detected
TRIM39-RPP21	ENSG00000248167	HPA_not_detected
ENSG00000248751	ENSG00000248751	HPA_not_detected
USP17L19	ENSG00000248920	HPA_not_detected
USP17L22	ENSG00000248933	HPA_not_detected
ENSG00000248993	ENSG00000248993	HPA_not_detected
USP17L17	ENSG00000249104	HPA_not_detected
TAF11L12	ENSG00000249156	HPA_not_detected
CLRN2	ENSG00000249581	HPA_not_detected
LINC02218	ENSG00000249662	HPA_not_detected
OR10J4	ENSG00000249730	HPA_not_detected
USP17L21	ENSG00000249811	HPA_not_detected
TRIM75	ENSG00000250374	HPA_not_detected
ENSG00000250424	ENSG00000250424	HPA_not_detected
USP17L20	ENSG00000250745	HPA_not_detected
TAF11L14	ENSG00000250782	HPA_not_detected
EXOC1L	ENSG00000250821	HPA_not_detected
USP17L18	ENSG00000250844	HPA_not_detected
USP17L23	ENSG00000250913	HPA_not_detected
ENSG00000251012	ENSG00000251012	HPA_not_detected
EFNA4-EFNA3	ENSG00000251246	HPA_not_detected
ENSG00000251357	ENSG00000251357	HPA_not_detected
DCANP1	ENSG00000251380	HPA_not_detected
ENSG00000251537	ENSG00000251537	HPA_not_detected
OR12D1	ENSG00000251608	HPA_not_detected
PTX4	ENSG00000251692	HPA_not_detected
OC90	ENSG00000253117	HPA_not_detected
RGS21	ENSG00000253148	HPA_not_detected
TRBV6-8	ENSG00000253534	HPA_not_detected
PYDC2	ENSG00000253548	HPA_not_detected
PCDHGA8	ENSG00000253767	HPA_not_detected
FAM90A12P	ENSG00000254229	HPA_not_detected
PBOV1	ENSG00000254440	HPA_not_detected
OR4D10	ENSG00000254466	HPA_not_detected
OR8J2	ENSG00000254658	HPA_not_detected
OR10G4	ENSG00000254737	HPA_not_detected
OR5M10	ENSG00000254834	HPA_not_detected
UBTFL1	ENSG00000255009	HPA_not_detected
OR5M1	ENSG00000255012	HPA_not_detected
NANOGP8	ENSG00000255192	HPA_not_detected
OR5M11	ENSG00000255223	HPA_not_detected
OR52B2	ENSG00000255307	HPA_not_detected
TAS2R43	ENSG00000255374	HPA_not_detected
OOSP4B	ENSG00000255393	HPA_not_detected
OR8G3P	ENSG00000255425	HPA_not_detected
OR10G2	ENSG00000255582	HPA_not_detected
OR4D2	ENSG00000255713	HPA_not_detected
OR6J1	ENSG00000255804	HPA_not_detected
ENSG00000255835	ENSG00000255835	HPA_not_detected
KDM4F	ENSG00000255855	HPA_not_detected
TAS2R30	ENSG00000256188	HPA_not_detected
TAS2R31	ENSG00000256436	HPA_not_detected
OR13A1	ENSG00000256574	HPA_not_detected
ENSG00000256646	ENSG00000256646	HPA_not_detected
ENSG00000256825	ENSG00000256825	HPA_not_detected
OR11H12	ENSG00000257115	HPA_not_detected
TAS2R38	ENSG00000257138	HPA_not_detected
ENSG00000257184	ENSG00000257184	HPA_not_detected
ENSG00000257921	ENSG00000257921	HPA_not_detected
OR9A4	ENSG00000258083	HPA_not_detected
ENSG00000258417	ENSG00000258417	HPA_not_detected
OR11H2	ENSG00000258453	HPA_not_detected
ENSG00000258465	ENSG00000258465	HPA_not_detected
ENSG00000258472	ENSG00000258472	HPA_not_detected
TRIM6-TRIM34	ENSG00000258588	HPA_not_detected
ENSG00000258728	ENSG00000258728	HPA_not_detected
OR11H7	ENSG00000258806	HPA_not_detected
OR4C13	ENSG00000258817	HPA_not_detected
DUXA	ENSG00000258873	HPA_not_detected
TPRX2	ENSG00000259009	HPA_not_detected
ENSG00000259066	ENSG00000259066	HPA_not_detected
ENSG00000259371	ENSG00000259371	HPA_not_detected
BLID	ENSG00000259571	HPA_not_detected
ENSG00000260007	ENSG00000260007	HPA_not_detected
ENSG00000260170	ENSG00000260170	HPA_not_detected
DUX4	ENSG00000260596	HPA_not_detected
TLE7	ENSG00000260734	HPA_not_detected
OR4C45	ENSG00000260811	HPA_not_detected
ENSG00000260836	ENSG00000260836	HPA_not_detected
ENSG00000261130	ENSG00000261130	HPA_not_detected
ENSG00000261832	ENSG00000261832	HPA_not_detected
OR1P1	ENSG00000262085	HPA_not_detected
SPDYE9	ENSG00000262461	HPA_not_detected
OR1D5	ENSG00000262628	HPA_not_detected
PPIAL4A	ENSG00000263353	HPA_not_detected
ENSG00000267157	ENSG00000267157	HPA_not_detected
ENSG00000267168	ENSG00000267168	HPA_not_detected
ENSG00000267173	ENSG00000267173	HPA_not_detected
ENSG00000267179	ENSG00000267179	HPA_not_detected
ENSG00000267261	ENSG00000267261	HPA_not_detected
ATF7-NPFF	ENSG00000267281	HPA_not_detected
ENSG00000267360	ENSG00000267360	HPA_not_detected
ENSG00000268133	ENSG00000268133	HPA_not_detected
ARL14EPL	ENSG00000268223	HPA_not_detected
TCP11X1	ENSG00000268235	HPA_not_detected
H3Y2	ENSG00000268799	HPA_not_detected
ENSG00000268870	ENSG00000268870	HPA_not_detected
ENSG00000269026	ENSG00000269026	HPA_not_detected
ENSG00000269035	ENSG00000269035	HPA_not_detected
H3Y1	ENSG00000269466	HPA_not_detected
ENSG00000269533	ENSG00000269533	HPA_not_detected
ENSG00000269547	ENSG00000269547	HPA_not_detected
IGHD1OR15-1B	ENSG00000270185	HPA_not_detected
ENSG00000270299	ENSG00000270299	HPA_not_detected
IGHD4OR15-4B	ENSG00000270451	HPA_not_detected
PRAMEF5	ENSG00000270601	HPA_not_detected
IGHD5OR15-5B	ENSG00000270824	HPA_not_detected
CT45A9	ENSG00000270946	HPA_not_detected
IGHD5OR15-5A	ENSG00000270961	HPA_not_detected
IGHD4OR15-4A	ENSG00000271317	HPA_not_detected
IGHD1OR15-1A	ENSG00000271336	HPA_not_detected
CT45A2	ENSG00000271449	HPA_not_detected
IFNL4	ENSG00000272395	HPA_not_detected
OR5AL1	ENSG00000272987	HPA_not_detected
OR52E1	ENSG00000273085	HPA_not_detected
ENSG00000273154	ENSG00000273154	HPA_not_detected
ENSG00000273217	ENSG00000273217	HPA_not_detected
ZBTB8B	ENSG00000273274	HPA_not_detected
SPDYE8	ENSG00000273520	HPA_not_detected
CT45A7	ENSG00000273696	HPA_not_detected
GOLGA6L26	ENSG00000273756	HPA_not_detected
OR4M2	ENSG00000274102	HPA_not_detected
SEBOX	ENSG00000274529	HPA_not_detected
H4C6	ENSG00000274618	HPA_not_detected
PRAMEF27	ENSG00000274764	HPA_not_detected
ENSG00000274792	ENSG00000274792	HPA_not_detected
H4C13	ENSG00000275126	HPA_not_detected
ENSG00000275249	ENSG00000275249	HPA_not_detected
GRIFIN	ENSG00000275572	HPA_not_detected
XKR5	ENSG00000275591	HPA_not_detected
H4C7	ENSG00000275663	HPA_not_detected
HNRNPCL2	ENSG00000275774	HPA_not_detected
SPDYE11	ENSG00000275976	HPA_not_detected
OR13C2	ENSG00000276119	HPA_not_detected
OR4E1	ENSG00000276240	HPA_not_detected
ENSG00000276302	ENSG00000276302	HPA_not_detected
UBE2NL	ENSG00000276380	HPA_not_detected
ENSG00000276760	ENSG00000276760	HPA_not_detected
HNRNPCL3	ENSG00000277058	HPA_not_detected
OR13C5	ENSG00000277556	HPA_not_detected
TRBV17	ENSG00000277880	HPA_not_detected
OR52E5	ENSG00000277932	HPA_not_detected
PWWP4	ENSG00000278803	HPA_not_detected
OR51G1	ENSG00000278870	HPA_not_detected
OR2S2	ENSG00000278889	HPA_not_detected
OR10A6	ENSG00000279000	HPA_not_detected
OR51B2	ENSG00000279012	HPA_not_detected
OR6Q1	ENSG00000279051	HPA_not_detected
OR10X1	ENSG00000279111	HPA_not_detected
OR8D2	ENSG00000279116	HPA_not_detected
PRAMEF13	ENSG00000279169	HPA_not_detected
OR2L8	ENSG00000279263	HPA_not_detected
OR52R1	ENSG00000279270	HPA_not_detected
OR2T11	ENSG00000279301	HPA_not_detected
OR5L1	ENSG00000279395	HPA_not_detected
OR2AG1	ENSG00000279486	HPA_not_detected
OR4C16	ENSG00000279514	HPA_not_detected
OR5D13	ENSG00000279761	HPA_not_detected
PPIAL4F	ENSG00000279782	HPA_not_detected
PRAMEF18	ENSG00000279804	HPA_not_detected
OR8U3	ENSG00000279961	HPA_not_detected
OR51F1	ENSG00000280021	HPA_not_detected
OR8B4	ENSG00000280090	HPA_not_detected
OR1B1	ENSG00000280094	HPA_not_detected
OR1S1	ENSG00000280204	HPA_not_detected
OR12D2	ENSG00000280236	HPA_not_detected
PRAMEF26	ENSG00000280267	HPA_not_detected
OR8K3	ENSG00000280314	HPA_not_detected
ENSG00000280778	ENSG00000280778	HPA_not_detected
IGHD3OR15-3B	ENSG00000282089	HPA_not_detected
ENSG00000282218	ENSG00000282218	HPA_not_detected
IGHD2OR15-2B	ENSG00000282268	HPA_not_detected
TRBD1	ENSG00000282431	HPA_not_detected
IGHD3OR15-3A	ENSG00000282520	HPA_not_detected
IGHD2OR15-2A	ENSG00000282599	HPA_not_detected
DUXB	ENSG00000282757	HPA_not_detected
ENSG00000282804	ENSG00000282804	HPA_not_detected
C1orf232	ENSG00000282872	HPA_not_detected
TMEM275	ENSG00000282881	HPA_not_detected
KLF18	ENSG00000283039	HPA_not_detected
ENSG00000283128	ENSG00000283128	HPA_not_detected
ENSG00000283189	ENSG00000283189	HPA_not_detected
CCDC201	ENSG00000283247	HPA_not_detected
FAM237B	ENSG00000283267	HPA_not_detected
CTXND2	ENSG00000283324	HPA_not_detected
FAM240B	ENSG00000283329	HPA_not_detected
CCDC195	ENSG00000283428	HPA_not_detected
FAM240A	ENSG00000283473	HPA_not_detected
TCAF2C	ENSG00000283528	HPA_not_detected
C19orf85	ENSG00000283567	HPA_not_detected
CIROP	ENSG00000283654	HPA_not_detected
TAF11L11	ENSG00000283740	HPA_not_detected
CPHXL	ENSG00000283755	HPA_not_detected
PMIS2	ENSG00000283758	HPA_not_detected
TAF11L13	ENSG00000283776	HPA_not_detected
SSU72P4	ENSG00000283873	HPA_not_detected
ENSG00000283952	ENSG00000283952	HPA_not_detected
TAF11L8	ENSG00000283967	HPA_not_detected
GNG14	ENSG00000283980	HPA_not_detected
TAF11L9	ENSG00000283988	HPA_not_detected
SSU72P5	ENSG00000284018	HPA_not_detected
TAF11L6	ENSG00000284042	HPA_not_detected
TAF11L5	ENSG00000284234	HPA_not_detected
TAF11L4	ENSG00000284283	HPA_not_detected
SSU72P2	ENSG00000284306	HPA_not_detected
TAF11L10	ENSG00000284356	HPA_not_detected
TAF11L2	ENSG00000284373	HPA_not_detected
SSU72P7	ENSG00000284438	HPA_not_detected
TAF11L3	ENSG00000284439	HPA_not_detected
TAF11L7	ENSG00000284465	HPA_not_detected
CPHXL2	ENSG00000284484	HPA_not_detected
SSU72P3	ENSG00000284546	HPA_not_detected
OR8B3	ENSG00000284609	HPA_not_detected
SCYGR10	ENSG00000284622	HPA_not_detected
SCYGR1	ENSG00000284629	HPA_not_detected
SCYGR8	ENSG00000284635	HPA_not_detected
SCYGR2	ENSG00000284643	HPA_not_detected
OR4F16	ENSG00000284662	HPA_not_detected
SCYGR5	ENSG00000284667	HPA_not_detected
ENSG00000284684	ENSG00000284684	HPA_not_detected
SCYGR3	ENSG00000284704	HPA_not_detected
SCYGR7	ENSG00000284718	HPA_not_detected
OR8S1	ENSG00000284723	HPA_not_detected
SCYGR6	ENSG00000284725	HPA_not_detected
TMDD1	ENSG00000284730	HPA_not_detected
ENSG00000284732	ENSG00000284732	HPA_not_detected
OR4F29	ENSG00000284733	HPA_not_detected
ENSG00000284779	ENSG00000284779	HPA_not_detected
TOMT	ENSG00000284844	HPA_not_detected
OOSP1	ENSG00000284873	HPA_not_detected
ENSG00000284895	ENSG00000284895	HPA_not_detected
EEF1AKMT4-ECE2	ENSG00000284917	HPA_not_detected
OOSP4A	ENSG00000285010	HPA_not_detected
ENSG00000285085	ENSG00000285085	HPA_not_detected
ENSG00000285130	ENSG00000285130	HPA_not_detected
OOSP3	ENSG00000285231	HPA_not_detected
ENSG00000285245	ENSG00000285245	HPA_not_detected
ENSG00000285404	ENSG00000285404	HPA_not_detected
ENSG00000285446	ENSG00000285446	HPA_not_detected
ENSG00000285471	ENSG00000285471	HPA_not_detected
TBCEL-TECTA	ENSG00000285509	HPA_not_detected
ENSG00000285585	ENSG00000285585	HPA_not_detected
FAM90A9	ENSG00000285607	HPA_not_detected
FAM90A16	ENSG00000285620	HPA_not_detected
ENSG00000285655	ENSG00000285655	HPA_not_detected
FAM90A19	ENSG00000285657	HPA_not_detected
FAM90A22	ENSG00000285687	HPA_not_detected
ENSG00000285708	ENSG00000285708	HPA_not_detected
FAM90A17	ENSG00000285720	HPA_not_detected
ENSG00000285733	ENSG00000285733	HPA_not_detected
FAM90A23	ENSG00000285765	HPA_not_detected
FAM90A14	ENSG00000285814	HPA_not_detected
ENSG00000285880	ENSG00000285880	HPA_not_detected
MSANTD5	ENSG00000285891	HPA_not_detected
FAM90A18	ENSG00000285913	HPA_not_detected
FAM90A8	ENSG00000285937	HPA_not_detected
ENSG00000285947	ENSG00000285947	HPA_not_detected
FAM90A10	ENSG00000285950	HPA_not_detected
FAM90A7	ENSG00000285975	HPA_not_detected
SPDYE15	ENSG00000286014	HPA_not_detected
SPDYE13	ENSG00000286038	HPA_not_detected
FAM246A	ENSG00000286102	HPA_not_detected
ENSG00000286131	ENSG00000286131	HPA_not_detected
SPDYE14	ENSG00000286137	HPA_not_detected
ENSG00000286165	ENSG00000286165	HPA_not_detected
FAM246B	ENSG00000286175	HPA_not_detected
ENSG00000286185	ENSG00000286185	HPA_not_detected
ENSG00000286221	ENSG00000286221	HPA_not_detected
ENSG00000286224	ENSG00000286224	HPA_not_detected
ENSG00000286268	ENSG00000286268	HPA_not_detected
ENSG00000287585	ENSG00000287585	HPA_not_detected
ENSG00000288000	ENSG00000288000	HPA_not_detected
ENSG00000288053	ENSG00000288053	HPA_not_detected
ENSG00000288608	ENSG00000288608	HPA_not_detected
ENSG00000288625	ENSG00000288625	HPA_not_detected
ENSG00000288629	ENSG00000288629	HPA_not_detected
ENSG00000288637	ENSG00000288637	HPA_not_detected
ENSG00000288644	ENSG00000288644	HPA_not_detected
ENSG00000288645	ENSG00000288645	HPA_not_detected
ENSG00000288646	ENSG00000288646	HPA_not_detected
ENSG00000288671	ENSG00000288671	HPA_not_detected
HRURF	ENSG00000288677	HPA_not_detected
ENSG00000288678	ENSG00000288678	HPA_not_detected
ENSG00000288681	ENSG00000288681	HPA_not_detected
ENSG00000288684	ENSG00000288684	HPA_not_detected
ENSG00000288706	ENSG00000288706	HPA_not_detected
ENSG00000288712	ENSG00000288712	HPA_not_detected
ENSG00000288715	ENSG00000288715	HPA_not_detected
ENSG00000288914	ENSG00000288914	HPA_not_detected
ENSG00000289025	ENSG00000289025	HPA_not_detected
ENSG00000289051	ENSG00000289051	HPA_not_detected
ENSG00000289258	ENSG00000289258	HPA_not_detected
ENSG00000289281	ENSG00000289281	HPA_not_detected
ENSG00000289325	ENSG00000289325	HPA_not_detected
ENSG00000289360	ENSG00000289360	HPA_not_detected
PPIAL4D	ENSG00000289549	HPA_not_detected
ENSG00000289710	ENSG00000289710	HPA_not_detected
PYDC5	ENSG00000289721	HPA_not_detected
ENSG00000289724	ENSG00000289724	HPA_not_detected
ENSG00000289760	ENSG00000289760	HPA_not_detected
ENSG00000289761	ENSG00000289761	HPA_not_detected
ENSG00000289764	ENSG00000289764	HPA_not_detected
ENSG00000289766	ENSG00000289766	HPA_not_detected
NOX5	ENSG00000290203	HPA_not_detected
ENSG00000290315	ENSG00000290315	HPA_not_detected
H2BN1	ENSG00000290320	HPA_not_detected
ENSG00000291239	ENSG00000291239	HPA_not_detected
ENSG00000291302	ENSG00000291302	HPA_not_detected
ENSG00000291303	ENSG00000291303	HPA_not_detected
POLGARF	ENSG00000291307	HPA_not_detected
ENSG00000291312	ENSG00000291312	HPA_not_detected
ENSG00000291314	ENSG00000291314	HPA_not_detected
